Date,Open,Close,Adjust,Volume,Gold,MGC_Gold,Silver,Eur_usd,Nikkei,Gpb_usd,Aud_usd,Usd_jpy,Fste,Iron_steel,Oil,Sugar,Nat_Gas,Corn-F,Coffe-F,Feeder-F,Vix,Tnx,Bzf,Upper_bb,Middle_bb,Lower_bb,Sma,Mom5,Mom10,Mom15,Mom20,Slow_k,Slow_d,Fast_k,Fast_d,Trix,William_R,Rocr,Pro,Mfi,Macd,Macd_sig,Apo,Aroon_up,Aroon_down,Cci,Cmo,Dx,Ultosc,Name
2/2/2018,3.692163223,3.722042001,64.06,4141270,1333.699951,1333.699951,16.6760006,1.251000881,23274.5293,1.426676035,0.804052413,109.4059982,7443.399902,282.0299988,65.44999695,13.63000011,2.845999956,361.5,120.4000015,150.9250031,17.30999947,2.854000092,68.58000183,3.740217047,3.673739593,3.607262139,3.484861419,0.072562745,0.136588697,0.273177395,0.285982585,59.64399093,44.75592661,74,59.64399093,0.541770582,-25.55555556,1.038095238,3.262454247,63.22779277,0.109565879,0.115212147,0.115109906,0,57.14285714,115.8981116,43.37374229,38.10429232,37.07967259,VIC
2/5/2018,3.645210859,3.461669797,59.58,2587460,1333,1333,16.63899994,1.244694471,22682.08008,1.411133885,0.790638864,110.0350037,7335,274.6900024,64.15000153,13.89999962,2.746999979,358.75,119.8000031,149.6750031,37.31999969,2.79399991,67.62000275,3.843930001,3.659061601,3.474193202,3.495674691,-0.187809459,-0.140857094,0.004268397,0.004268397,45.75510204,49.56991686,0,45.75510204,0.535944135,-93.33333333,0.960900474,2.620452539,56.40860002,0.087607019,0.109691121,0.092591377,28.57142857,50,-158.0116959,-7.645499319,5.944227045,31.41062282,VIC
2/6/2018,3.461669797,3.461669797,59.58,8514630,1326.099976,1326.099976,16.54800034,1.236781836,21610.24023,1.394369483,0.787463605,109.0950012,7141.399902,280.5599976,63.38999939,13.84000015,2.759000063,363.5,122.8499985,148.7250061,29.97999954,2.767999887,66.86000061,3.854489171,3.622200524,3.389911876,3.507199363,-0.166467475,-0.123783507,-0.183541062,0.046952365,39.02564103,48.141578,43.07692308,39.02564103,0.528074697,-60,0.96547619,2.143431345,44.86298895,0.069404413,0.10163378,0.075873489,100,42.85714286,-256.344086,-7.645499319,15.9218887,42.83258003,VIC
2/7/2018,3.500085368,3.4574014,59.51,1569240,1311.599976,1311.599976,16.20599937,1.238129497,21645.36914,1.395868182,0.789390564,109.6269989,7279.399902,279.9299927,61.79000092,14,2.701999903,365.25,123.3000031,148.3000031,27.72999954,2.844000101,65.51000214,3.821118511,3.576602329,3.332086146,3.514882477,-0.21341984,-0.170735872,-0.264640601,0.029878778,28.46153846,37.74742718,42.30769231,28.46153846,0.518468574,-60.71428571,0.952941176,1.632095564,50.13682428,0.05401168,0.09210936,0.05786961,92.85714286,35.71428571,-118.3367416,-8.266130544,8.192242267,41.75327605,VIC
2/8/2018,3.414717432,3.372033464,58.04,1035980,1316.900024,1316.900024,16.31399918,1.226813316,21890.85938,1.387925029,0.781738639,109.1959991,7170.700195,269.6499939,61.15000153,13.57999992,2.697000027,365.75,122.8499985,147.25,33.45999908,2.851000071,64.80999756,3.760240991,3.52308401,3.285927029,3.516305276,-0.324398156,-0.260372204,-0.298787775,-0.068294349,37.43589744,34.97435897,26.92307692,37.43589744,0.506690338,-75,0.928319624,1.050967692,54.96552385,0.034526351,0.080592758,0.037293749,85.71428571,28.57142857,-143.993994,-19.86492575,14.97610933,38.19945241,VIC
2/9/2018,3.243981561,3.33788629,57.45,1512070,1313.099976,1313.099976,16.11599922,1.226076245,21382.61914,1.393495083,0.778749526,108.5289993,7092.399902,274.7099915,59.20000076,13.67000008,2.584000111,362,121.8499985,146.1999969,29.05999947,2.828999996,62.79000092,3.572082163,3.466639803,3.361197442,3.516589836,-0.384155711,-0.311592966,-0.247567014,-0.110978317,33.80156076,33.23299889,32.17391304,33.80156076,0.492874449,-75.33333333,0.914619883,0.369342278,57.79962439,0.016142613,0.067702729,0.013106167,100,21.42857143,-167.7046112,-24.00413882,27.88756756,43.53649804,VIC
2/12/2018,3.372033464,3.568379717,61.42,1443590,1324.199951,1324.199951,16.54800034,1.225279927,,1.382743359,0.782019794,108.8000031,7177.100098,282.7600098,59.29000092,13.72999954,2.552000046,367,121.4000015,147.6750031,25.61000061,2.857000113,62.59000015,3.60311598,3.442370174,3.281624368,3.525695749,0.10670992,-0.081099539,-0.034147174,0.110978317,53.03232999,41.42326273,100,53.03232999,0.479453033,-39.33333333,0.977777778,0.075456589,54.65462856,0.019942379,0.058150659,0.002681429,92.85714286,14.28571429,-37.51339764,9.846461363,8.22255312,52.19312867,VIC
2/13/2018,3.628137272,3.675089636,63.26,1407140,1328.099976,1328.099976,16.50699997,1.230375528,21244.67969,1.385233402,0.785916388,108.6900024,7168,285.9700012,59.18999863,13.47999954,2.594000101,366.75,122.75,147.2749939,24.96999931,2.839999914,62.72000122,3.709336513,3.459198264,3.209060015,3.538074099,0.21341984,0.046952365,0.089636333,0.029878778,74.99130435,53.9417317,92.8,74.99130435,0.467300317,-22.66666667,1.012941176,-0.099860196,54.07670208,0.031204612,0.05276145,-0.003556997,85.71428571,7.142857143,48.21920026,20.64654164,2.730523307,54.68440383,VIC
2/21/2018,3.751920779,3.841557111,66.12,3252580,1330,1330,16.60400009,1.233532429,21970.81055,1.400109172,0.788090348,107.3809967,7281.600098,303.1400146,61.68000031,13.38000011,2.65899992,365.75,116.9499969,146.6499939,20.02000046,2.943000078,65.41999817,3.896802537,3.520238001,3.143673466,3.556143646,0.384155711,0.170735872,0.21341984,0.11951511,93.79047619,73.93803684,88.57142857,93.79047619,0.457612875,-11.42857143,1.046511628,-0.110871527,49.96350661,0.052952147,0.052799589,-0.00396742,78.57142857,100,130.2940954,33.94137803,16.16763245,64.69323133,VIC
2/22/2018,3.841557111,3.862899095,66.49,2059700,1330.599976,1330.599976,16.57900047,1.228184342,21736.43945,1.39101398,0.779842615,107.5550003,7252.399902,303.4299927,62.77000046,13.71000004,2.634000063,366.75,119.5999985,146,18.71999931,2.917000055,66.38999939,3.990892027,3.604658955,3.218425883,3.573644073,0.490865631,0.166467475,0.230493427,0.192077856,90.93333333,86.57170462,91.42857143,90.93333333,0.450076405,-8.571428571,1.045034642,-0.03196493,55.08542893,0.071089866,0.056457644,-0.001149184,71.42857143,100,126.8659794,35.43487792,16.16763245,59.99475431,VIC
2/23/2018,3.884241079,3.90985146,67.3,1335690,1328.199951,1328.199951,16.47599983,1.232665658,21892.7793,1.395303369,0.783950984,106.814003,7244.399902,304.4899902,63.54999924,13.68000031,2.625,366.25,119.4499969,146,16.48999977,2.871000051,67.30999756,3.95355346,3.695940243,3.438327026,3.589437141,0.57196517,0.187809459,0.260372204,0.324398156,92.30769231,92.34383394,96.92307692,92.30769231,0.444628403,-2.285714286,1.050458716,0.019688915,53.83284818,0.088235676,0.062813251,0.000711399,64.28571429,100,126.1343805,38.71749023,16.16763245,63.73555275,VIC
2/26/2018,3.926925047,4.054976951,69.79,2663650,1330.699951,1330.699951,16.54199982,1.228712559,22153.63086,1.396804214,0.783840358,107.0739975,7289.600098,308.2000122,63.90999985,13.65999985,2.638999939,368.5,120.5,145.5500031,15.80000019,2.858999968,67.5,4.039999037,3.795625959,3.55125288,3.609356326,0.486597234,0.593307154,0.405497695,0.45245006,92.11721612,91.78608059,88,92.11721612,0.442020468,-6.818181818,1.171393342,0.200141453,60.8988771,0.11224043,0.072698687,0.007278164,57.14285714,100,144.1463153,47.5875578,27.43568638,66.86752999,VIC
2/27/2018,4.119002903,3.990950999,68.69,2312070,1315.5,1318.599976,16.34600067,1.231557369,22389.85938,1.396648049,0.784990966,107.0690002,7282.5,305.4899902,63.00999832,13.01000023,2.683000088,370.5,119.9499969,146.5500031,18.59000015,2.907999992,66.62999725,4.042661623,3.882551789,3.722441955,3.628564111,0.315861362,0.529281202,0.362813727,0.405497695,83.16880342,89.19790395,64.58333333,83.16880342,0.441051551,-15.17857143,1.152897657,0.250643443,50.9874579,0.124660997,0.083091149,0.009166108,50,100,118.0981082,38.09127478,28.35749362,61.18623757,VIC
2/28/2018,3.939730237,4.050708554,69.72,1672330,1315.5,1317.900024,16.3239994,1.223032117,22068.24023,1.390607834,0.7793625,107.4260025,7231.899902,297.4700012,61.63999939,13.47999954,2.667000055,374.5,121.0500031,144.75,19.85000038,2.868000031,65.77999878,4.108203324,3.955397103,3.802590883,3.649336976,0.209151443,0.593307154,0.379887314,0.422571282,75.6474359,83.64448514,74.35897436,75.6474359,0.441773265,-8.928571429,1.171604938,1.161473932,51.94288154,0.137738557,0.094020631,0.042656606,42.85714286,92.85714286,96.51651652,41.85190681,27.48546172,59.58922716,VIC
3/1/2018,4.02936657,4.012292983,69.06,1228940,1302.900024,1305.199951,16.20000076,1.219125628,21724.4707,1.375421166,0.776578367,106.6399994,7175.600098,307.7200012,60.99000168,13.71000004,2.697999954,378.75,122.4499969,145.0500031,22.46999931,2.803999901,65.70999908,4.112368984,4.00698193,3.901594876,3.668402481,0.149393888,0.640259519,0.315861362,0.379887314,63.26325511,74.02649814,50.84745763,63.26325511,0.44338108,-12.94642857,1.189873418,2.10050953,47.71928476,0.143350349,0.103886574,0.077378373,35.71428571,85.71428571,85.54960889,36.12720255,29.29600059,56.51342769,VIC
3/2/2018,3.926925047,4.033634967,69.43,1626310,1321.099976,1323.400024,16.3920002,1.227084279,21181.64063,1.37754333,0.776469886,106.163002,7069.899902,308.3699951,61.25,13.42000008,2.694999933,377.25,120.3499985,143.6750031,19.59000015,2.857000113,64.37000275,4.089118845,4.041008881,3.992898918,3.687894827,0.123783507,0.695748677,0.311592966,0.384155711,58.74228005,65.88432368,51.02040816,58.74228005,0.445712582,-10.71428571,1.208439898,3.013822293,48.78600515,0.147815924,0.112672444,0.111443462,28.57142857,78.57142857,70.96512571,37.63306213,23.14656757,58.5031557,VIC
3/5/2018,4.054976951,4.012292983,69.06,2067990,1318.099976,1319.900024,16.33799934,1.23154223,21042.08984,1.379500628,0.775470316,105.5559998,7116,306.8599854,62.56999969,13.56000042,2.703999996,378.25,119.1999969,145.1499939,18.72999954,2.881000042,65.54000092,4.099453662,4.058548255,4.017642848,3.706391213,-0.042683968,0.443913266,0.550623186,0.362813727,42.72788509,54.91114008,26.31578947,42.72788509,0.448271825,-22.31075697,1.124401914,3.995020038,67.83190086,0.147927587,0.119723473,0.148381511,21.42857143,100,83.93077874,34.2251597,33.83477695,48.30878525,VIC
3/6/2018,4.097660919,4.204370838,72.37,1563590,1333.599976,1335.199951,16.71500015,1.233654141,21417.75977,1.385233402,0.776699007,106.25,7146.799805,306.6799927,62.59999847,13.44999981,2.749000072,379.75,119.9499969,144.3000031,18.36000061,2.877000093,65.79000092,4.231016194,4.086403818,3.941791442,3.725029879,0.21341984,0.529281202,0.742701041,0.576233567,54.28750448,51.9192232,85.52631579,54.28750448,0.452414355,-4.38247012,1.144018583,5.282963614,68.16369648,0.161651738,0.128109126,0.197440713,14.28571429,92.85714286,90.58331674,46.955309,33.83477695,54.47164068,VIC
3/7/2018,4.204370838,4.208639235,72.44,1554880,1326,1327.599976,16.4279995,1.241665363,21252.7207,1.390008569,0.77863431,105.5370026,7157.799805,312.2099915,61.15000153,12.78999996,2.77699995,379.25,119.3000031,143.7749939,17.76000023,2.882999897,64.33999634,4.306469405,4.12247031,3.938471215,3.741249787,0.157930681,0.367082124,0.751237835,0.537817996,64.78070175,53.93203044,82.5,64.78070175,0.45765851,-5.490196078,1.095555556,6.030582108,72.61988112,0.170902592,0.136667819,0.226826983,7.142857143,100,103.010268,47.19986644,37.5215684,54.05384811,VIC
3/8/2018,4.183028854,4.404985487,75.82,2564640,1319.900024,1321.699951,16.43600082,1.241464972,21368.07031,1.390627146,0.782711506,106.185997,7203.200195,304.25,60.11999893,12.89000034,2.756000042,385.75,119,141.75,16.54000092,2.865999937,63.61000061,4.466359167,4.181654861,3.896950555,3.765721928,0.392692505,0.542086392,1.032952023,0.708553867,86.11629881,68.39483501,90.32258065,86.11629881,0.465166352,-4.724409449,1.140331492,6.799318697,78.8672225,0.191865753,0.147707406,0.25777286,0,100,155.5271643,57.01688041,46.87303814,60.65512319,VIC
3/9/2018,4.404985487,4.417790678,76.04,3393390,1322.400024,1324,16.54599953,1.2306633,21469.19922,1.380567074,0.779058933,106.4059982,7224.5,304.2900085,62.04000092,12.84000015,2.732000113,383,118.8499985,142.5249939,14.64000034,2.894000053,65.48999786,4.552216631,4.252255521,3.952294411,3.793466507,0.384155711,0.507939218,1.079904388,0.695748677,83.99641577,78.29780545,79.16666667,83.99641577,0.474336862,-11.36363636,1.129912664,7.211696811,80.65923594,0.207124874,0.159590899,0.275585208,0,100,172.8448722,57.57093928,49.81460734,57.849802,VIC
3/12/2018,4.26839679,4.26839679,73.47,4176360,1319.400024,1320.800049,16.47100067,1.230875254,21824.0293,1.385540485,0.786268651,106.8909988,7214.799805,307.0100098,61.36000061,12.93000031,2.778000116,384.25,118.1500015,142.1750031,15.77999973,2.869999886,64.94999695,4.488398667,4.302100872,4.115803076,3.815662171,0.256103807,0.21341984,0.700017074,0.806726993,73.16308244,81.09193234,50,73.16308244,0.483345824,-32.0855615,1.052631579,7.426778243,68.64578816,0.204802168,0.168633153,0.285572162,0,92.85714286,111.9961281,35.60868318,48.1581676,53.67427843,VIC
3/13/2018,4.26839679,4.379375107,75.38,1364520,1325.900024,1327.099976,16.55900002,1.233958483,21968.09961,1.390762568,0.787289977,106.2600021,7138.799805,303.1400146,60.70999908,12.61999989,2.786000013,385.5,120.4499969,141.5500031,16.35000038,2.84800005,64.63999939,4.505887728,4.340670444,4.17545316,3.842126231,0.175004268,0.388424108,0.70428547,0.91770531,64.45906433,73.87285418,64.21052632,64.45906433,0.492826831,-20.1183432,1.097326203,7.658344989,66.97975558,0.209501427,0.176806808,0.296626215,0,85.71428571,101.9194757,42.06830443,48.1581676,55.13082546,VIC
3/14/2018,4.37510671,4.37510671,75.3,2048400,1324.400024,1325.599976,16.46699905,1.239234209,21777.28906,1.397233486,0.785799026,106.5080032,7132.700195,296.3599854,60.95999908,12.76000023,2.730999947,383.5,119.9499969,142.0500031,17.22999954,2.816999912,64.88999939,4.474796956,4.369188849,4.263580742,3.867025212,0.166467475,0.324398156,0.533549599,0.91770531,57.00021659,64.87412112,56.79012346,57.00021659,0.502350213,-23.33333333,1.080084299,7.549366094,67.26530498,0.210455203,0.183536487,0.294574102,0,78.57142857,109.654905,41.48042611,52.24094164,57.72715823,VIC
3/15/2018,4.392180297,4.247054806,73.1,2784640,1316.800049,1317.800049,16.35300064,1.237562418,21803.94922,1.397155285,0.78797859,106.1549988,7139.799805,294.6000061,61.18999863,12.73999977,2.680999994,386.75,117.6500015,140.625,16.59000015,2.825999975,65.12000275,4.507771463,4.37339897,4.239026476,3.887513517,-0.157930681,0.234761823,0.384155711,0.875021342,40.33354992,53.93094361,0,40.33354992,0.510579833,-46.42857143,1.058510638,7.485810707,59.80651509,0.198589147,0.186547019,0.293753256,0,71.42857143,49.55539534,24.79648879,35.05892159,49.04054505,VIC
3/16/2018,4.2555916,4.2555916,73.25,4099220,1311.300049,1312.300049,16.20199966,1.230920792,21676.50977,1.393864274,0.778937519,106.3089981,7164.100098,298.0400085,62.34000015,12.64999962,2.687999964,382.75,116.9499969,139.9750061,15.80000019,2.84800005,66.20999908,4.478991282,4.360382066,4.24177285,3.907717261,-0.162199078,0.221956633,0.34574014,0.91770531,20.74822297,39.36066316,5.454545455,20.74822297,0.517547178,-45,1.055026455,7.33266761,49.05522759,0.187710253,0.186779666,0.28932069,28.57142857,64.28571429,30.93615948,25.4278419,34.51395043,46.28612242,VIC
3/19/2018,4.456206249,4.456206249,76.7,1201010,1316.800049,1317.800049,16.25499916,1.228078842,21480.90039,1.394350052,0.771604955,105.9690018,7042.899902,291.4899902,62.06000137,12.89000034,2.651000023,375,118.3499985,138.4499969,19.02000046,2.845000029,66.05000305,4.522743727,4.362706737,4.202669747,3.934608161,0.187809459,0.443913266,0.401229298,0.887826532,31.58008658,30.88728649,89.28571429,31.58008658,0.524808245,-11.42857143,1.110638298,7.500895095,54.49313377,0.193051202,0.188033973,0.298076376,21.42857143,57.14285714,86.38539136,38.49539784,44.2110737,48.19528721,VIC
3/20/2018,4.396448694,4.447669455,76.55,1045660,1311.099976,1311.900024,16.125,1.23368454,21380.9707,1.40252459,0.770831764,105.9960022,7061.299805,286.7399902,63.40000153,12.56000042,2.674999952,374.5,118.9499969,137.7749939,18.20000076,2.878999949,67.41999817,4.559260934,4.378684038,4.198107142,3.961925901,0.068294349,0.243298617,0.456718457,0.772579819,57.80959478,36.71263478,78.68852459,57.80959478,0.531954418,-12.85714286,1.05786802,7.344736806,58.8882523,0.194354696,0.189298117,0.294656186,14.28571429,50,100,37.39209125,45.30142103,45.59991698,VIC
3/21/2018,4.477548233,4.609868533,79.34,3520200,1320.699951,1321.5,16.35700035,1.225189924,,1.40048182,0.76905328,106.4690018,7039,291.5,65.16999817,12.67000008,2.638000011,375,118.8499985,136.7749939,17.86000061,2.907000065,69.47000122,4.693170417,4.419428044,4.145685671,3.993227477,0.234761823,0.401229298,0.55915998,0.768311422,87.15083325,58.8468382,93.47826087,87.15083325,0.539989367,-3.614457831,1.095334686,7.403734585,62.09810001,0.20610004,0.192658502,0.300292659,7.142857143,100,151.1409842,46.16708908,51.61536473,55.75808856,VIC
3/22/2018,4.652552501,4.609868533,79.34,2262170,1326.599976,1327.400024,16.32799911,1.234766126,21591.99023,1.414627194,0.777478039,105.9290009,6952.600098,269.730011,64.30000305,12.77000046,2.617000103,376,119,137.5249939,23.34000015,2.832000017,68.91000366,4.73422724,4.472516381,4.210805522,4.023675374,0.362813727,0.204883046,0.597575551,0.746969438,82.75766005,75.90602936,76.10619469,82.75766005,0.548434726,-16.16766467,1.046511628,7.066784113,67.58173423,0.212953515,0.196717505,0.289758474,0,100,177.292313,46.16708908,55.37339916,48.47073616,VIC
3/23/2018,4.50742701,4.673894485,80.45,3663080,1349.300049,1349.900024,16.53000069,1.232498527,20617.85938,1.41147244,0.769349098,104.9680023,6921.899902,263.8699951,65.87999725,12.56999969,2.59100008,377.25,117.1999969,135.6999969,24.87000084,2.829999924,70.44999695,4.714121295,4.532273564,4.350425834,4.05540379,0.418302885,0.256103807,0.640259519,0.764043025,84.70997004,84.87282111,84.54545455,84.70997004,0.557391156,-9.88372093,1.057971014,6.709254644,58.40585831,0.221003709,0.201574746,0.278458168,7.142857143,100,146.6194272,49.41298017,41.30289262,55.8934173,VIC
3/26/2018,4.695236469,4.857435547,83.61,4716960,1354.400024,1355,16.63199997,1.235437274,20766.09961,1.414767265,0.770861447,104.8590012,6888.700195,270.3599854,65.55000305,12.42000008,2.618000031,374,118.1500015,134.9250031,21.03000069,2.842999935,70.12000275,4.873995968,4.609823928,4.345651889,4.101929315,0.401229298,0.589038757,0.845142564,0.802458597,79.08246464,82.18336491,76.59574468,79.08246464,0.567842053,-16.01941748,1.138,6.12331136,62.36210645,0.239433733,0.209146543,0.257718137,0,100,192.8527948,57.35168781,52.28497932,59.8892327,VIC
3/27/2018,4.994024244,4.823288373,83.02,4149210,1341.300049,1342,16.48900032,1.245748878,21317.32031,1.423892856,0.775614679,105.5,7000.100098,266.4400024,65.25,12.53999996,2.690999985,374,118.9499969,135.4250031,22.5,2.786000013,70.11000061,4.898931566,4.687632559,4.476333553,4.147316601,0.375618918,0.443913266,0.618917535,0.832337374,75.01699122,79.60314196,63.90977444,75.01699122,0.578877131,-24.12060302,1.101364522,5.713881712,65.15924374,0.24842063,0.21700136,0.243243894,0,100,164.8453516,52.55497943,53.39900216,54.60440789,VIC
3/28/2018,4.823288373,4.887314325,84.12,1452270,1324.199951,1324.199951,16.20499992,1.240787148,21031.31055,1.417635441,0.768757701,105.4929962,7044.700195,263.4100037,64.37999725,12.21000004,2.697999954,373.5,117.75,135.9750061,22.87000084,2.775000095,69.52999878,4.978655808,4.761170205,4.543684603,4.194980365,0.277445791,0.512207615,0.67867509,0.836605771,71.22541694,75.10829093,73.17073171,71.22541694,0.590499617,-17.93478261,1.117073171,5.767054485,60.4671312,0.257738125,0.225148713,0.248196329,0,92.85714286,125.71949,55.30607908,49.63663144,50.95420034,VIC
3/29/2018,4.887314325,4.908656309,84.49,3740372,1322.800049,1322.800049,16.22299957,1.231026769,21159.08008,1.408034205,0.766007662,106.8119965,7056.600098,272.4700012,64.94000244,12.35000038,2.73300004,387.75,118.1500015,135.6000061,19.96999931,2.740999937,70.26999664,4.992037865,4.825572579,4.659107293,4.246201127,0.298787775,0.661601502,0.503670821,0.896363326,71.4387595,72.56038922,77.23577236,71.4387595,0.602372215,-15.2173913,1.155778894,5.783109768,61.18802841,0.263803464,0.232879663,0.251260819,35.71428571,85.71428571,109.3812375,56.21741916,49.63663144,51.64869867,VIC
3/30/2018,4.912924705,5.002561038,86.1,1733950,,,,1.230284691,21454.30078,1.40293777,0.768580437,106.4789963,,,,,,,,,,,,5.008440156,4.887229711,4.766019266,4.301690285,0.328666553,0.746969438,0.58477036,0.968926071,81.31829705,74.6608245,93.5483871,81.31829705,0.614758507,-3.260869565,1.17552658,5.918000898,69.40531019,0.273040179,0.240911766,0.259715528,28.57142857,78.57142857,109.5690748,60.07499402,52.89097511,53.67273084,VIC
4/2/2018,5.06658699,5.250128052,90.36,2458390,1342.099976,1342.099976,16.62700081,1.231420875,21388.58008,1.403823972,0.768302858,106.3119965,,265.2200012,63.00999832,12.52000046,2.683000088,387.25,116.4000015,131.875,23.62000084,2.732000113,70.13999939,5.269022324,4.970278455,4.671534587,4.357748563,0.392692505,0.793921803,0.981731262,1.237835069,86.19634583,79.65113413,87.80487805,86.19634583,0.628996012,-5.976095618,1.17816092,6.570903892,70.55850376,0.296914288,0.252112271,0.291755865,21.42857143,100,151.2260347,68.06386425,63.72931995,59.59763311,VIC
4/3/2018,5.215980878,5.220249274,89.85,2412640,1332.800049,1332.800049,16.34700012,1.229271412,21292.28906,1.404671907,0.765462399,105.7990036,7030.5,270.0100098,63.50999832,12.47000027,2.697000027,388.5,116.5999985,130.5249939,21.10000038,2.78399992,,5.364605579,5.057803147,4.751000714,4.409253884,0.396960901,0.772579819,0.840874168,1.015878436,87.82236209,85.11233499,82.11382114,87.82236209,0.644049837,-8.764940239,1.173704415,7.298339373,71.11986725,0.309851943,0.263660205,0.327325838,14.28571429,92.85714286,126.5208748,63.80377199,63.72931995,59.90292514,VIC
4/4/2018,5.250128052,5.442205907,93.67,2742546,1335.800049,1335.800049,16.20899963,1.227852583,21319.55078,1.406865478,0.768202543,106.435997,7034,271.2200012,63.36999893,12.27000046,2.717999935,381,116.9000015,134.5,20.05999947,2.788000107,68.01999664,5.539528651,5.160856656,4.782184662,4.462608844,0.554891583,0.832337374,1.067099198,1.233566672,86.9425967,86.98710154,90.90909091,86.9425967,0.660926949,-4.745762712,1.180555556,7.788905359,77.90989934,0.334163149,0.277760794,0.35367498,7.142857143,100,151.5890613,69.90630529,70.16364668,63.77149409,VIC
4/5/2018,5.634283763,5.591599795,96.24,3260050,1324.300049,1324.300049,16.31999969,1.22868228,21645.41992,1.408807874,0.771998107,106.7740021,7199.5,279.6900024,63.54000092,12.35000038,2.674999952,389.5,117.5500031,137.4750061,18.94000053,2.832000017,68.33000183,5.683739841,5.281186799,4.878633757,4.520232201,0.682943486,0.981731262,1.344544989,1.186614308,87.49886542,87.42127474,89.47368421,87.49886542,0.679850904,-6.097560976,1.212962963,8.472519629,87.25883292,0.361319724,0.29447258,0.389737461,0,100,174.9557937,73.18347361,73.66045771,69.67072218,VIC
4/6/2018,5.548915827,5.65135735,97.27,1954390,1331.900024,1331.900024,16.33200073,1.225159883,21567.51953,1.400874138,0.766830027,107.052002,7183.600098,268.480011,62.06000137,12.34000015,2.700999975,388.5,117.4499969,135.3249969,21.48999977,2.775000095,67.11000061,5.753985518,5.405726189,5.057466861,4.578282397,0.648796312,0.977462865,1.39576575,1.233566672,92.12759171,88.85635127,96,92.12759171,0.700296946,-2,1.20913242,8.867295686,87.63069163,0.383245623,0.312227189,0.413487258,0,92.85714286,139.8737032,74.38507653,73.66045771,72.04068797,VIC
4/9/2018,5.762335667,5.75806727,99.11,3209490,1336.300049,1336.300049,16.49900055,1.22714448,21678.25977,1.409165144,0.768226147,106.9680023,7194.799805,269.5400085,63.41999817,12.35999966,2.693000078,390.75,118.6500015,134.4499969,21.77000046,2.786000013,68.65000153,5.902089462,5.52882945,5.155569438,4.635052074,0.507939218,0.900631723,1.301861021,1.48967048,93.79735052,91.14126921,95.91836735,93.79735052,0.722144677,-1.935483871,1.185413005,9.363718412,88.44768255,0.404569036,0.330695558,0.442846167,0,100,134.2767296,76.41720166,76.04312475,72.66515146,VIC
4/10/2018,5.762335667,5.591599795,96.24,4563970,1342,1342,16.56599998,1.232240319,21794.32031,1.413827181,0.769959271,106.7490005,7266.799805,278.1000061,65.51000214,12.13000011,2.655999899,389.25,117.5999985,134.8249969,20.46999931,2.796999931,71.04000092,5.821447682,5.616664256,5.41188083,4.688407034,0.371350521,0.768311422,1.14393034,1.212224688,83.29646061,89.74046761,57.97101449,83.29646061,0.7432997,-18.53035144,1.159292035,9.573422899,77.10296425,0.403385483,0.345233543,0.45857904,0,100,103.0266344,55.6694915,65.30717981,61.21341558,VIC
4/11/2018,5.617210176,5.378179956,92.57,5647721,1356.5,1356.5,16.73800087,1.236307859,21687.09961,1.418218374,0.776397526,107.112999,7257.100098,272.4299927,66.81999969,12.06000042,2.674999952,387,118.1500015,135.2749939,20.23999977,2.789999962,72.05999756,5.88966965,5.641802558,5.393935467,4.732656081,-0.064025952,0.490865631,0.768311422,1.003073246,56.50479395,77.86620169,15.625,56.50479395,0.761769055,-34.50479233,1.100436681,9.447820822,66.134577,0.380836267,0.352354088,0.456827903,7.142857143,92.85714286,51.49840334,33.9236335,34.41077078,51.60477058,VIC
4/12/2018,5.29281202,5.420863924,93.3,4384600,1338.400024,1338.400024,16.44300079,1.237164378,21660.2793,1.418902516,0.776518106,106.8290024,7258.299805,277.9700012,67.06999969,12.05000019,2.686000109,388.75,117.9000015,138.875,18.48999977,2.834000111,72.01999664,5.909758464,5.625515285,5.341272105,4.779608446,-0.170735872,0.512207615,0.81099539,1.173809117,36.65321695,58.81815717,36.36363636,36.65321695,0.777821375,-34.62897527,1.104347826,9.422604836,64.3889708,0.362234478,0.354330166,0.460001839,0,85.71428571,20.82439838,35.85364416,25.06105581,55.60403249,VIC
4/13/2018,5.463547891,5.446474304,93.74,2093210,1344.800049,1344.800049,16.62800026,1.232969642,21778.74023,1.423811793,0.775734961,107.2220001,7264.600098,276.8599854,67.38999939,12.07999992,2.734999895,386.25,117.3000031,139.375,17.40999985,2.828999996,72.58000183,5.870875882,5.592100224,5.313324567,4.82670309,-0.204883046,0.443913266,0.772579819,1.190882704,30.74945887,41.30248992,40.25974026,30.74945887,0.791581316,-37.39837398,1.088737201,9.478781006,62.66645539,0.345575391,0.352579211,0.466541241,0,78.57142857,43.31708758,37.04187622,30.65536581,49.80761452,VIC
4/16/2018,5.463547891,5.493426669,94.55,1686590,1347.5,1347.5,16.66200066,1.233258605,21835.5293,1.424684048,0.77744776,107.4980011,7198.200195,280.0700073,66.22000122,11.97999954,2.752000093,382.5,114.25,139.2250061,16.55999947,2.832000017,71.41999817,5.707098139,5.561061568,5.415024998,4.876074213,-0.264640601,0.243298617,0.635991122,1.03722042,41.34199134,36.24822239,47.4025974,41.34199134,0.803326665,-32.92682927,1.046341463,9.54806558,56.6807839,0.332330707,0.34852951,0.47390149,7.142857143,71.42857143,26.39843602,39.26317749,21.90498254,53.47759275,VIC
