Date,Open,Close,Volume,Down-F,Sp500,Nasdaq,Russel,NVDA,AMD,AVGO,QCOM,Gold,MGC_Gold,Silver,Eur_usd,Nikkei,Gpb_usd,Aud_usd,Usd_jpy,Fste,Iron_steel,Oil,BTC-USD,Sugar,Nat_Gas,Corn-F,Coffe-F,Feeder-F,Vix,Tnx,Bzf,Upper_bb,Middle_bb,Lower_bb,Sma,Mom5,Mom10,Mom15,Mom20,Slow_k,Slow_d,Fast_k,Fast_d,Trix,William_R,Rocr,Pro,Mfi,Macd,Macd_sig,Apo,Aroon_up,Aroon_down,Cci,Cmo,Dx,Ultosc,Name
1/3/2017,27.13781479,27.21983719,115127600,19798,2252.5,4906.25,,25.50250053,11.43000031,178.3399963,65.40000153,1160.400024,1162,16.3560009,1.046003222,,1.228199482,0.719683349,117.4950027,7177.899902,253.4100037,52.33000183,,20.51000023,3.326999903,355.75,137.3999939,130.1999969,12.85000038,2.450000048,55.47000122,,,,,,,,,,,,,,,,,,,,,,,,,,,AAPL
1/4/2017,27.1495281,27.18936729,84472400,19856,2264.25,4933.5,,26.09749985,11.43000031,177.0700073,65.47000122,1163.800049,1165.300049,16.49900055,1.041992307,19594.16016,1.224559784,0.722992599,117.6589966,7189.700195,263.2600098,53.25999832,,20.88999939,3.26699996,359.75,141.8000031,128.5,11.85000038,2.451999903,56.45999908,,,,,,,,,,,,,,,,,,,,,,,,,,,AAPL
1/5/2017,27.16593036,27.3276329,88774400,19821,2264.25,4962,,25.43499947,11.23999977,174.2799988,65.55000305,1179.699951,1181.300049,16.58399963,1.05008924,19520.68945,1.232680798,0.728703618,117.112999,7195.299805,261.1400146,53.75999832,,20.78000069,3.273000002,361.25,143.75,128.25,11.67000008,2.368000031,56.88999939,,,,,,,,,,,,,,,,,,,,,,,,,,,AAPL
1/6/2017,27.36747814,27.63229561,127007600,19897,2271.5,5004,,25.77499962,11.31999969,176.5899963,65.52999878,1171.900024,1173.400024,16.4659996,1.060591578,19454.33008,1.24254477,0.733837247,115.2649994,7210.100098,256.2399902,53.99000168,,20.75,3.285000086,358,142.8500061,128.3249969,11.31999969,2.417999983,57.09999847,,,,,,,,,,,,,,,,,,,,,,,,,,,AAPL
1/9/2017,27.64166439,27.88538933,134247600,19828,2265,5022,,26.81999969,11.48999977,176.9700012,65.65000153,1183.5,1184.900024,16.62999916,1.053185821,,1.226091266,0.731207967,117.1500015,7237.799805,250.9900055,51.95999908,,20.42000008,3.102999926,360,144.1999969,129.2749939,11.56000042,2.375999928,54.93999863,,,,,,,,,,,,,,,,,,,,,,,,,,,AAPL
1/10/2017,27.83382921,27.91350937,97848400,19788,2263.75,5031.25,,26.61750031,11.43999958,180.5700073,65.62999725,1184.199951,1185.5,16.8029995,1.05886209,19301.43945,1.217344761,0.735997617,115.9850006,7275.5,259.1099854,50.81999969,,20.47999954,3.278000116,358.25,147.6999969,132.6999969,11.48999977,2.378999949,53.63999939,,,,,0.69367218,,,,,,,,,,,,,,,,,,,,,,AAPL
1/11/2017,27.82680093,28.06349564,110354400,19877,2270.5,5046.5,,26.29000092,11.19999981,179.4199982,66.09999847,1195.599976,1196.599976,16.78300095,1.055241942,19364.66992,1.217433691,0.736160219,115.8720016,7290.5,258.4500122,52.25,,20.55999947,3.223999977,357.25,149,132.0500031,11.26000023,2.369999886,55.09999847,,,,,0.874128342,,,,,,95.63107108,92.50439837,,,,,,,,,,,,,,,AAPL
1/12/2017,27.8642972,27.94631958,108344800,19803,2263.5,5034.75,,25.86000061,10.76000023,178.8600006,66.12000275,1198.900024,1199.800049,16.78000069,1.059771061,19134.69922,1.22144866,0.744712532,115.0979996,7292.399902,252.3399963,53.00999832,,20.76000023,3.385999918,358.25,149.6000061,130.3249969,11.53999996,2.361000061,56.00999832,,,,,0.618686676,,,,,,80.34661423,89.09391077,,,,,,,,,,,,,,,AAPL
1/13/2017,27.91351256,27.89710808,104447600,19832,2272.5,5061.25,,25.85750008,10.57999992,180.4499969,66.87999725,1195.300049,1196.199951,16.71999931,1.061683774,19287.2793,1.216544986,0.748839319,114.6640015,7337.799805,252.1100006,52.36999893,,20.52000046,3.41899991,358.5,149.3000031,130.4499969,11.22999954,2.380000114,55.45000076,,,,,0.264812469,,,,77.0847477,86.22768561,55.27655779,77.0847477,,,,,,,,,,,,,,,AAPL
1/17/2017,27.73306065,28.12208366,137759200,19743,2262.75,5040.25,,25.27750015,9.819999695,179.1100006,64.19000244,1212,1212.900024,17.10199928,1.060299158,18813.5293,1.204021454,0.747328341,114.1520004,7220.399902,250.1699982,52.47999954,,20.72999954,3.411999941,365.5,149.8999939,130.9250031,11.86999989,2.326999903,55.47000122,,,,,0.236694336,,,,74.60021206,80.25962351,88.17746416,74.60021206,,,,,,,,,,,,,,,AAPL
1/18/2017,28.12208736,28.11974335,94852000,19735,2266.5,5054.5,,25.73749924,9.880000114,185.0200043,65.12999725,1211.300049,1212.099976,17.23500061,1.069678903,18894.36914,1.23880434,0.755070269,112.8779984,7247.600098,260.3699951,51.08000183,,20.97999954,3.302000046,365,149.1999969,131,12.47999954,2.388999939,53.91999817,,,,,0.206233978,0.899906158,,,73.72779658,75.13758545,77.7293678,73.72779658,,,1.033060674,,,,,,,,,,,,AAPL
1/19/2017,27.9814773,28.07052994,102389200,19694,2261.5,5053.5,,26.29000092,9.770000458,185.5599976,64.44000244,1200.900024,1201.5,16.96699905,1.062778354,19072.25,1.225970984,0.750919878,114.762001,7208.399902,251.3699951,51.36999893,,20.18000031,3.368000031,366.25,150.75,131.9499969,12.77999973,2.459000111,54.15999985,,,,,0.007034302,0.881162643,,,78.15534107,75.4944499,68.55919125,78.15534107,,,1.032408354,,,,,,,,,,,,AAPL
1/20/2017,28.22754076,28.12208366,130391600,19745,2266,5058.25,,26.00250053,9.75,191.0800018,62.88000107,1204.300049,1204.900024,16.99699974,1.065973043,19137.91016,1.23383677,0.756658614,114.9800034,7198.399902,253.5800018,52.41999817,,20.18000031,3.203999996,369.75,153.1999969,133.1000061,11.53999996,2.467000008,55.49000168,,,,,0.175764084,0.79445076,,,74.78606039,75.55639935,78.06962214,74.78606039,,,1.029071335,,,,,,,,,,,,AAPL
1/23/2017,28.12207679,28.14082527,88200800,19735,2262,5063.5,,26.27249908,9.909999847,191,54.88000107,1215,1215.599976,17.14999962,1.071375012,18891.0293,1.238696933,0.757346272,113.8099976,7151.200195,250.8500061,52.75,,20.63999939,3.243000031,369.5,155.3999939,132.7749939,11.77000046,2.403000116,55.22999954,,,,,0.243717194,0.508529663,,,72.81443197,75.25194448,71.81448251,72.81443197,,-12.06613833,1.018403453,,,,,,,,86.48944656,,,,AAPL
1/24/2017,28.01662821,28.11505508,92844000,19844,2274.5,5096.25,,26.83250046,10.43999958,197.75,55,1210.300049,1210.800049,17.14900017,1.076078773,18787.99023,1.251721144,0.758265078,112.7799988,7150.299805,258.3699951,53.18000031,,20.57999992,3.279000044,363.25,152.3500061,132.4250031,11.06999969,2.470999956,55.43999863,,,,,-0.00702858,0.229665756,,,63.85050686,70.48366641,41.66741593,63.85050686,,-16.60010263,1.008236061,,79.69675373,,,,0,92.85714286,65.15820636,62.01370942,69.02526695,,AAPL
1/25/2017,28.22051409,28.56266594,129510400,20003,2294,5146.5,,26.94750023,10.35000038,202.4799957,56.90000153,1197.300049,1197.800049,16.94400024,1.072869301,19057.5,1.253305554,0.759243786,113.8399963,7164.399902,252.4299927,52.75,,20.34000015,3.332000017,366.25,152.8999939,132.375,10.81000042,2.523000002,55.08000183,,,,,0.442922592,0.64915657,1.342828751,,68.47441032,68.37978305,91.94133252,68.47441032,,-3.497621219,1.023256,,80.34778504,,,,0,100,166.2380258,71.52284184,77.08869562,,AAPL
1/26/2017,28.51344741,28.5767231,105350400,20051,2294,5147.75,,27.41250038,10.52000046,204.1699982,54.04999924,1189.5,1189.800049,16.81399918,1.075199366,19402.39063,1.263407946,0.757403612,113.2929993,7161.5,257.7200012,53.77999878,,20.36000061,3.381999969,363.75,151.4499969,131.8249969,10.63000011,2.507999897,56.24000168,,,,,0.506193161,0.513227463,1.387355804,,72.2006277,68.17518163,82.99313467,72.2006277,,-8.375240097,1.01828808,,80.61210301,,,,0,100,193.3785408,71.76191504,78.13089815,,AAPL
1/27/2017,28.62359061,28.57906342,82251600,20012,2289,5162.5,,27.94249916,10.67000008,205.7100067,54.24000168,1188.099976,1188.400024,17.10000038,1.068296194,19467.40039,1.259541035,0.753352463,114.4550018,7184.5,259.0599976,53.16999817,,20.32999992,3.391000032,362.5,152.3999939,127.4499969,10.57999992,2.480999947,55.52000046,,,,,0.456979752,0.632743835,1.251430511,,86.08909205,75.58804336,83.33280896,86.08909205,,-10.88921004,1.022641401,,74.58535855,,,,0,92.85714286,160.4900972,71.8043553,78.13069035,,AAPL
1/30/2017,28.34003122,28.504076,121510000,19888,2276,5124.5,,27.50499916,10.60999966,203.2200012,53.61000061,1193.199951,1193.199951,17.12199974,1.07139802,19368.84961,1.259192109,0.755361199,114.6679993,7118.5,254.3300018,52.63000107,,20.30999947,3.232000113,357.75,151.1499939,123.9000015,11.88000011,2.48300004,55.22999954,,,,,0.363250732,0.606967926,0.871780396,,79.59168552,79.29380176,72.44911294,79.59168552,,-19.14876538,1.021757378,,66.27187893,,,,0,85.71428571,87.5205928,63.33370028,55.45612223,,AAPL
