Date,Open,Close,Adj Close,Volume,Down-F,Sp500,Nasdaq,Russel,Gold,Silver,Eur_usd,Nikkei,Gpb_usd,Usd_jpy,Fste,Sugar,Nat_Gas,Corn-F,Coffe-F,Feeder-F,Vix,Tnx,Bzf,Upper_bb,Middle_bb,Lower_bb,Sma,Mom5,Mom10,Mom15,Mom20,Slow_k,Slow_d,Fast_k,Fast_d,Trix,William_R,Rocr,Pro,Mfi,Macd,Macd_sig,Apo,Aroon_up,Aroon_down,Cci,Cmo,Dx,Ultosc,Name
2009-12-31,137.08999633789062,134.52000427246094,134.52000427246094,4523000,10365.0,1110.75,1858.75,1858.75,1858.75,16.82200050354004,1.4327058792114258,,1.6182016134262085,92.91000366210938,5412.89990234375,26.950000762939453,5.572000026702881,414.5,135.9499969482422,95.8499984741211,21.68000030517578,3.8429999351501465,77.93000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN
2010-01-04,136.25,133.89999389648438,133.89999389648438,7599900,10519.0,1128.75,1886.75,1886.75,1886.75,17.440000534057617,1.4423978328704834,10654.7900390625,1.6113698482513428,92.49500274658203,5500.2998046875,27.6200008392334,5.883999824523926,418.5,141.85000610351562,95.875,20.040000915527344,3.8410000801086426,80.12000274658203,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN
2010-01-05,133.42999267578125,134.69000244140625,134.69000244140625,8851900,10515.0,1132.25,1885.25,1885.25,1885.25,17.7810001373291,1.4365959167480469,10681.830078125,1.599078893661499,91.58499908447266,5522.5,27.639999389648438,5.63700008392334,418.75,141.0,96.55000305175781,19.350000381469727,3.755000114440918,80.58999633789062,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN
2010-01-06,134.60000610351562,132.25,132.25,7178800,10516.0,1133.0,1878.5,1878.5,1878.5,18.163000106811523,1.4404033422470093,10731.4501953125,1.602384328842163,92.35600280761719,5530.0,28.40999984741211,6.008999824523926,421.75,141.60000610351562,96.30000305175781,19.15999984741211,3.808000087738037,81.88999938964844,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN
2010-01-07,132.00999450683594,130.0,130.0,11030200,10545.0,1137.5,1877.5,1877.5,1877.5,18.33300018310547,1.4318032264709473,10681.66015625,1.5933969020843506,93.38999938964844,5526.7001953125,28.0,5.806000232696533,417.5,141.89999389648438,96.44999694824219,19.059999465942383,3.822000026702881,81.51000213623047,,,,,,,,,,,,,,,,,,,,,,,,,,,AMZN
2010-01-08,130.55999755859375,133.52000427246094,133.52000427246094,9830500,10566.0,1141.5,1890.0,1890.0,1890.0,18.45800018310547,1.44110906124115,10798.3203125,1.602410078048706,92.66000366210938,5534.2001953125,27.530000686645508,5.749000072479248,423.0,145.35000610351562,96.3499984741211,18.1299991607666,3.808000087738037,81.37000274658203,,,,,-1.0,,,,,,,,,,,,,,,,,,,,,,AMZN
2010-01-11,132.6199951171875,130.30999755859375,130.30999755859375,8779400,10604.0,1142.5,1883.5,1883.5,1883.5,18.683000564575195,1.4511260986328125,,1.6112918853759766,92.09200286865234,5538.10009765625,26.75,5.453999996185303,422.5,143.6999969482422,96.2750015258789,17.549999237060547,3.818000078201294,80.97000122070312,,,,,-3.589996337890625,,,,,,22.604732970898624,32.39700711324042,,,,,,,,,,,,,,,AMZN
2010-01-12,128.99000549316406,127.3499984741211,127.3499984741211,9096300,10588.0,1134.0,1865.5,1865.5,1865.5,18.243000030517578,1.447659969329834,10879.1396484375,1.615169644355774,91.08000183105469,5498.7001953125,27.360000610351562,5.591000080108643,392.5,143.10000610351562,97.80000305175781,18.25,3.7190001010894775,79.30000305175781,,,,,-7.340003967285156,,,,,,9.779903895658142,30.94000356574563,,,,,,,,,,,,,,,AMZN
2010-01-13,127.9000015258789,129.11000061035156,129.11000061035156,10723200,10628.0,1141.5,1882.5,1882.5,1882.5,18.538000106811523,1.4523905515670776,10735.0302734375,1.628611445426941,91.43299865722656,5473.5,28.040000915527344,5.732999801635742,384.0,145.14999389648438,97.30000305175781,17.850000381469727,3.7829999923706055,78.30999755859375,,,,,-3.1399993896484375,,,,24.918475902475496,29.418495527153848,42.37079084086973,24.918475902475496,,,,,,,,,,,,,,,AMZN
2010-01-14,129.13999938964844,127.3499984741211,127.3499984741211,9774900,10663.0,1145.25,1888.25,1888.25,1888.25,18.64299964904785,1.4499897956848145,10907.6796875,1.6333998441696167,91.26699829101562,5498.2001953125,27.760000228881836,5.5879998207092285,381.0,144.35000610351562,97.5250015258789,17.6299991607666,3.7339999675750732,77.81999969482422,,,,,-2.6500015258789062,,,,24.109079632206743,26.655853033475953,20.176544160092362,24.109079632206743,,,,,,,,,,,,,,,AMZN
